city,lat,lng,country
Vailoa,-13.76,-172.31,Samoa
Ordino,42.56,1.53,Andorra
La Massana,42.54,1.51,Andorra
Canillo,42.57,1.60,Andorra
Andorra,42.50,1.52,Andorra
Encamp,42.54,1.58,Andorra
Sant Julia de Loria,42.47,1.49,Andorra
Les Escaldes,42.51,1.54,Andorra
Al Fujayrah,25.12,56.34,United Arab Emirates
Dubai,25.23,55.28,United Arab Emirates
Ras al Khaymah,25.79,55.94,United Arab Emirates
Umm al Qaywayn,25.57,55.55,United Arab Emirates
Abu Dhabi,24.47,54.37,United Arab Emirates
`Ajman,25.41,55.46,United Arab Emirates
Sharjah,25.37,55.41,United Arab Emirates
Al Ayn,24.23,55.74,United Arab Emirates
Kabul,34.52,69.18,Afghanistan
Sharan,33.18,68.73,Afghanistan
Zaranj,31.11,61.89,Afghanistan
Lashkar Gah,31.58,64.36,Afghanistan
Kandahar,31.61,65.69,Afghanistan
Tarin Kowt,32.63,65.87,Afghanistan
Herat,34.33,62.17,Afghanistan
Ghazni,33.56,68.42,Afghanistan
Maidan Shahr,34.40,68.87,Afghanistan
Andkhvoy,36.93,65.10,Afghanistan
Pol-e Khomri,35.95,68.70,Afghanistan
Mazar-e Sharif,36.70,67.10,Afghanistan
Sar-e Pul,36.22,65.93,Afghanistan
Meymaneh,35.93,64.77,Afghanistan
Gardiz,33.60,69.21,Afghanistan
Asadabad,34.87,71.15,Afghanistan
Jalalabad,34.44,70.44,Afghanistan
Zareh Sharan,32.85,68.42,Afghanistan
Mehtar Lam,34.65,70.17,Afghanistan
Aybak,36.26,68.04,Afghanistan
Sheberghan,36.66,65.74,Afghanistan
Khost,33.34,69.92,Afghanistan
Farah,32.39,62.10,Afghanistan
Mahmud-E Eraqi,35.02,69.33,Afghanistan
Qala i Naw,34.98,63.13,Afghanistan
Feyzabad,37.13,70.58,Afghanistan
Charikar,35.02,69.17,Afghanistan
Nili,33.72,66.13,Afghanistan
Bazarak,35.31,69.52,Afghanistan
Kondoz,36.73,68.87,Afghanistan
Qalat,32.11,66.89,Afghanistan
Taloqan,36.73,69.54,Afghanistan
Mayda Shahr,34.45,68.80,Afghanistan
Balkh,36.75,66.90,Afghanistan
Baghlan,36.14,68.70,Afghanistan
Bamian,34.82,67.52,Afghanistan
Karokh,34.49,62.59,Afghanistan
Baraki Barak,33.97,68.97,Afghanistan
Pul-e `Alam,34.00,69.02,Afghanistan
Parun,35.42,70.92,Afghanistan
Chaghcharan,34.52,65.25,Afghanistan
Saint John's,17.12,-61.85,Antigua And Barbuda
The Valley,18.22,-63.05,Anguilla
Berat,40.71,19.97,Albania
Korce,40.62,20.77,Albania
Librazhd,41.20,20.37,Albania
Gjirokaster,40.08,20.15,Albania
Puke,42.03,19.88,Albania
Kruje,41.52,19.80,Albania
Tepelene,40.28,20.03,Albania
Rreshen,41.78,19.82,Albania
Corovode,40.52,20.23,Albania
Shkoder,42.07,19.52,Albania
Lushnje,40.94,19.72,Albania
Erseke,40.33,20.68,Albania
Bajram Curri,42.33,20.08,Albania
Durres,41.32,19.45,Albania
Burrel,41.63,20.02,Albania
Kukes,42.08,20.43,Albania
Gramsh,40.87,20.20,Albania
Lezhe,41.79,19.65,Albania
Sarande,39.88,20.00,Albania
Permet,40.23,20.35,Albania
Pogradec,40.90,20.66,Albania
Vlore,40.48,19.50,Albania
Elbasan,41.12,20.08,Albania
Peshkopi,41.68,20.43,Albania
Fier,40.73,19.57,Albania
Tirana,41.33,19.82,Albania
Yerevan,40.18,44.51,Armenia
Gyumri,40.79,43.85,Armenia
Gavarr,40.36,45.13,Armenia
Artashat,39.95,44.55,Armenia
Yeghegnadzor,39.76,45.33,Armenia
Armavir,40.15,44.04,Armenia
Ijevan,40.88,45.15,Armenia
Hrazdan,40.49,44.76,Armenia
Vanadzor,40.81,44.49,Armenia
Ashtarak,40.30,44.36,Armenia
Kapan,39.21,46.41,Armenia
Ijevan,40.88,45.15,Armenia
Luiana,-17.37,23.00,Angola
Mavinga,-15.79,20.36,Angola
Benguela,-12.58,13.41,Angola
Cangamba,-13.70,19.86,Angola
Cabinda,-5.56,12.19,Angola
Xangongo,-16.74,14.97,Angola
Lubango,-14.92,13.50,Angola
Huambo,-12.75,15.76,Angola
Chitado,-17.32,13.92,Angola
Luena,-11.79,19.90,Angola
Mucusso,-18.02,21.43,Angola
Ndalatando,-9.30,14.91,Angola
Ondjiva,-17.07,15.73,Angola
Mbanza-Congo,-6.27,14.24,Angola
Nzeto,-7.23,12.86,Angola
Capenda-Camulemba,-9.42,18.43,Angola
Calulo,-10.00,14.90,Angola
Calucinga,-11.32,16.20,Angola
Lubango,-14.91,13.49,Angola
Songo,-7.35,14.85,Angola
Camabatela,-8.19,15.37,Angola
Cacolo,-10.15,19.26,Angola
Ambriz,-7.86,13.13,Angola
Dondo,-9.69,14.43,Angola
Saurimo,-9.66,20.39,Angola
Luanda,-8.84,13.23,Angola
Waku Kungo,-11.36,15.12,Angola
Muconda,-10.60,21.32,Angola
Quipungo,-14.83,14.55,Angola
Uige,-7.62,15.05,Angola
Quibala,-10.73,14.98,Angola
Menongue,-14.67,17.70,Angola
Sumbe,-11.21,13.85,Angola
Luau,-10.71,22.23,Angola
Caxito,-8.58,13.66,Angola
Cazombo,-11.89,22.90,Angola
Malanje,-9.54,16.34,Angola
Lobito,-12.37,13.54,Angola
Soyo,-6.13,12.37,Angola
Kuito,-12.38,16.94,Angola
Cuito Caunavale,-15.16,19.17,Angola
Chibemba,-15.75,14.08,Angola
Chibia,-15.19,13.69,Angola
Camacupa,-12.02,17.47,Angola
Cubal,-13.04,14.24,Angola
Namibe,-15.19,12.16,Angola
Tombua,-15.80,11.86,Angola
Lucapa,-8.42,20.74,Angola
Dundo,-7.38,20.83,Angola
San Juan,-31.55,-68.52,Argentina
Los Blancos,-23.60,-62.60,Argentina
General Roca,-39.02,-67.61,Argentina
Ushuaia,-54.79,-68.31,Argentina
Santa Rosa,-36.62,-64.30,Argentina
28 de Noviembre,-51.65,-72.30,Argentina
Comondante Luis Piedrabuena,-49.97,-68.90,Argentina
Rio Gallegos,-51.63,-69.22,Argentina
Santa Fe,-31.62,-60.69,Argentina
Parana,-31.73,-60.53,Argentina
San Lorenzo,-28.12,-58.77,Argentina
Salta,-24.78,-65.42,Argentina
Darregueira,-37.70,-63.17,Argentina
Trelew,-43.25,-65.33,Argentina
Rawson,-43.30,-65.10,Argentina
La Rioja,-29.41,-66.85,Argentina
Villalonga,-39.88,-62.58,Argentina
Viedma,-40.80,-63.00,Argentina
Sunchales,-30.93,-61.57,Argentina
Rio Colorado,-38.97,-64.08,Argentina
Pedro Luro,-39.48,-62.68,Argentina
San Salvador de Jujuy,-24.18,-65.30,Argentina
Resistencia,-27.46,-58.99,Argentina
Posadas,-27.36,-55.89,Argentina
Paso Rio Mayo,-45.68,-70.27,Argentina
Venado Tuerto,-33.75,-61.97,Argentina
Corrientes,-27.49,-58.81,Argentina
Formosa,-26.17,-58.18,Argentina
Las Lomitas,-24.70,-60.60,Argentina
La Plata,-34.91,-57.96,Argentina
Mar de Ajo,-36.72,-56.68,Argentina
Cutral Co,-38.94,-69.24,Argentina
Ingeniero Jacobacci,-41.30,-69.58,Argentina
Santiago del Estero,-27.78,-64.27,Argentina
Uspallata,-32.59,-69.35,Argentina
Tucuman,-26.82,-65.22,Argentina
Comallo,-41.03,-70.27,Argentina
El Maiten,-42.05,-71.17,Argentina
Mendoza,-32.88,-68.82,Argentina
Neuquen,-38.95,-68.06,Argentina
Cordoba,-31.40,-64.18,Argentina
Catamarca,-28.47,-65.78,Argentina
Villa Rumipal,-32.18,-64.48,Argentina
San Luis,-33.30,-66.35,Argentina
Rio Tercero,-32.18,-64.12,Argentina
Malargue,-35.47,-69.58,Argentina
Tinogasta,-28.07,-67.57,Argentina
Rinconada,-22.43,-66.17,Argentina
Abra Pampa,-22.72,-65.70,Argentina
Humahuaca,-23.20,-65.35,Argentina
Libertador General San Martin,-23.82,-64.79,Argentina
San Pedro,-24.22,-64.87,Argentina
Susques,-23.42,-66.48,Argentina
Choele Choel,-39.27,-65.68,Argentina
General Conesa,-40.10,-64.43,Argentina
San Antonio Oeste,-40.73,-64.93,Argentina
Sierra Colorado,-40.58,-67.80,Argentina
San Carlos de Bariloche,-41.15,-71.30,Argentina
Puerto Madryn,-42.77,-65.04,Argentina
Telsen,-42.40,-66.95,Argentina
Sarmiento,-45.60,-69.08,Argentina
Alto Rio Sanguer,-45.03,-70.83,Argentina
Gastre,-42.28,-69.23,Argentina
Pampa del Infierno,-26.52,-61.17,Argentina
Charata,-27.22,-61.20,Argentina
Presidencia Roque Saenz Pena,-26.79,-60.45,Argentina
Rodeo,-30.22,-69.14,Argentina
Mercedes,-33.69,-65.47,Argentina
Villa Maria,-32.41,-63.26,Argentina
Las Heras,-32.83,-68.80,Argentina
Chilecito,-29.17,-67.50,Argentina
Ingeniero Guillermo N. Juarez,-23.90,-61.85,Argentina
Comandante Fontana,-25.33,-59.68,Argentina
Belen,-27.65,-67.03,Argentina
Chumbicha,-28.87,-66.23,Argentina
Rio Grande,-53.79,-67.70,Argentina
Puerto Deseado,-47.75,-65.90,Argentina
Perito Moreno,-46.60,-70.93,Argentina
Puerto San Julian,-49.30,-67.72,Argentina
Gobernador Gregores,-48.77,-70.25,Argentina
San Martin,-33.07,-68.49,Argentina
La Paz,-33.47,-67.55,Argentina
Tunuyan,-33.57,-69.02,Argentina
San Rafael,-34.60,-68.33,Argentina
General Pico,-35.66,-63.77,Argentina
25 de Mayo,-37.80,-67.68,Argentina
Victorica,-36.22,-65.45,Argentina
Juan Jose Castelli,-25.95,-60.62,Argentina
Victoria,-32.61,-60.18,Argentina
Eldorado,-26.20,-54.60,Argentina
Trancas,-26.22,-65.28,Argentina
Chepes,-31.35,-66.60,Argentina
Chamical,-30.35,-66.32,Argentina
San Francisco,-31.43,-62.09,Argentina
Concordia,-31.39,-58.03,Argentina
El Calafate,-50.33,-72.30,Argentina
Chos Malal,-37.38,-70.27,Argentina
Las Lajas,-38.52,-70.37,Argentina
Zapala,-38.90,-70.07,Argentina
Villa Carlos Paz,-31.42,-64.50,Argentina
Bell Ville,-32.60,-62.68,Argentina
Rio Cuarto,-33.13,-64.35,Argentina
Villa Angela,-27.58,-60.72,Argentina
Concepcion del Uruguay,-32.48,-58.24,Argentina
Gualeguaychu,-33.02,-58.52,Argentina
Gualeguay,-33.15,-59.34,Argentina
Comodoro Rivadavia,-45.87,-67.50,Argentina
Esquel,-42.90,-71.32,Argentina
Anatuya,-28.47,-62.83,Argentina
Dolores,-36.33,-57.69,Argentina
Chascomus,-35.57,-58.02,Argentina
Chivilcoy,-34.90,-60.04,Argentina
Lincoln,-34.88,-61.54,Argentina
Goya,-29.14,-59.27,Argentina
Frias,-28.65,-65.15,Argentina
Vera,-29.47,-60.22,Argentina
Reconquista,-29.14,-59.65,Argentina
Monte Quemado,-25.80,-62.87,Argentina
Campana,-34.16,-58.96,Argentina
Zarate,-34.09,-59.04,Argentina
Lujan,-34.58,-59.11,Argentina
Mercedes,-34.66,-59.44,Argentina
San Nicolas,-33.33,-60.24,Argentina
Pergamino,-33.90,-60.57,Argentina
Chacabuco,-34.65,-60.49,Argentina
Junin,-34.58,-60.96,Argentina
San Ramon de la Nueva Oran,-23.14,-64.32,Argentina
Tartagal,-22.55,-63.81,Argentina
Joaquin V. Gonzalez,-25.08,-64.18,Argentina
General Guemes,-24.67,-65.05,Argentina
Cerrillos,-24.90,-65.48,Argentina
Cafayate,-26.08,-65.97,Argentina
San Antonio de los Cobres,-24.18,-66.35,Argentina
Alta Gracia,-31.66,-64.43,Argentina
Azul,-36.78,-59.87,Argentina
Lobos,-35.18,-59.09,Argentina
Veinticinco de Mayo,-35.43,-60.18,Argentina
Nueve de Julio,-35.45,-60.89,Argentina
Mercedes,-29.18,-58.08,Argentina
Mar del Plata,-38.00,-57.58,Argentina
Balcarce,-37.83,-58.25,Argentina
Juarez,-37.67,-59.80,Argentina
Coronel Suarez,-37.47,-61.92,Argentina
Tandil,-37.32,-59.15,Argentina
Carhue,-37.18,-62.73,Argentina
Olavarria,-36.90,-60.33,Argentina
Rafaela,-31.25,-61.50,Argentina
San Justo,-30.78,-60.58,Argentina
Rosario,-32.95,-60.67,Argentina
Villa Constitucion,-33.23,-60.35,Argentina
Bahia Blanca,-38.74,-62.27,Argentina
Punta Alta,-38.88,-62.08,Argentina
Tres Arroyos,-38.37,-60.27,Argentina
Necochea,-38.56,-58.75,Argentina
Buenos Aires,-34.60,-58.40,Argentina
Eisenstadt,47.83,16.53,Austria
Innsbruck,47.28,11.41,Austria
Bregenz,47.52,9.77,Austria
Salzburg,47.81,13.04,Austria
Linz,48.32,14.29,Austria
Wiener Neustadt,47.82,16.25,Austria
Sankt Polten,48.20,15.63,Austria
Graz,47.08,15.41,Austria
Klagenfurt,46.62,14.31,Austria
Vienna,48.20,16.37,Austria
Kingoonya,-30.90,135.30,Australia
Port Denison,-29.28,114.92,Australia
Cairns,-16.89,145.76,Australia
Kwinana,-32.24,115.77,Australia
Cranbourne,-38.10,145.28,Australia
Port Hedland,-20.31,118.61,Australia
Port Lincoln,-34.73,135.87,Australia
Port Macquarie,-31.45,152.92,Australia
Port Pirie,-33.19,137.99,Australia
Portland,-38.34,141.59,Australia
Proserpine,-20.42,148.58,Australia
Busselton,-33.66,115.35,Australia
Byron Bay,-28.66,153.61,Australia
Caboolture,-27.08,152.95,Australia
Cooma,-36.24,149.12,Australia
Streaky Bay,-32.81,134.21,Australia
Sunbury,-37.57,144.71,Australia
Sydney,-33.92,151.19,Australia
Karumba,-17.48,140.83,Australia
Esperance,-33.86,121.89,Australia
Exmouth,-21.93,114.12,Australia
Forbes,-33.39,148.02,Australia
Morawa,-29.22,116.00,Australia
Moree,-29.47,149.83,Australia
Katherine,-14.47,132.27,Australia
Katoomba,-33.71,150.32,Australia
Launceston,-41.45,147.13,Australia
Laverton,-28.63,122.40,Australia
Leeton,-34.54,146.40,Australia
Leonara,-28.88,121.33,Australia
Seymour,-37.03,145.13,Australia
Singleton,-32.57,151.16,Australia
Newcastle,-32.85,151.82,Australia
Norseman,-32.20,121.77,Australia
Batemans Bay,-35.69,150.21,Australia
Bathurst,-33.42,149.57,Australia
Griffith,-34.29,146.04,Australia
Whyalla,-33.03,137.56,Australia
Wilcannia,-31.57,143.38,Australia
Katanning,-33.70,117.55,Australia
Bongaree,-27.08,153.15,Australia
Bordertown,-36.32,140.77,Australia
Boulia,-22.90,139.90,Australia
Bourke,-30.10,145.93,Australia
Mackay,-21.14,149.15,Australia
Southern Cross,-31.22,119.32,Australia
Tweed Heads,-28.18,153.55,Australia
Ulladulla,-35.35,150.47,Australia
Victor Harbor,-35.56,138.62,Australia
Andamooka,-30.43,137.17,Australia
Hervey Bay,-25.29,152.84,Australia
Gunnedah,-30.99,150.26,Australia
Gympie,-26.19,152.67,Australia
Halls Creek,-18.27,127.77,Australia
Hamilton,-37.73,142.02,Australia
Winton,-22.40,143.03,Australia
Mudgee,-32.59,149.58,Australia
Ivanhoe,-32.90,144.30,Australia
Pannawonica,-21.64,116.33,Australia
Dubbo,-32.26,148.60,Australia
Tom Price,-22.69,117.79,Australia
Parkes,-33.13,148.17,Australia
Sale,-38.11,147.06,Australia
Bendigo,-36.76,144.28,Australia
Berri,-34.28,140.60,Australia
Adelaide,-34.94,138.60,Australia
Adelaide River,-13.25,131.10,Australia
Albany,-35.02,117.89,Australia
Burketown,-17.72,139.57,Australia
Burnie,-41.07,145.92,Australia
Penola,-37.38,140.82,Australia
Perth,-31.96,115.84,Australia
Peterborough,-32.97,138.83,Australia
Scone,-32.08,150.85,Australia
Scottsdale,-41.15,147.52,Australia
Narrabri,-30.33,149.79,Australia
Narrogin,-32.93,117.17,Australia
Townsville,-19.25,146.77,Australia
Traralgon,-38.20,146.53,Australia
Central Coast,-33.42,151.30,Australia
Broome,-17.96,122.23,Australia
Bunbury,-33.34,115.65,Australia
Wyndham,-15.37,128.36,Australia
Yamba,-29.42,153.35,Australia
Tumby Bay,-34.38,136.08,Australia
Forster-Tuncurry,-32.19,152.53,Australia
Bundaberg,-24.88,152.35,Australia
Yulara,-25.24,130.99,Australia
Richmond,-33.60,150.74,Australia
Richmond,-20.72,143.13,Australia
Rockhampton,-23.36,150.52,Australia
Roebourne,-20.78,117.13,Australia
Roma,-26.56,148.79,Australia
Cloncurry,-20.70,140.50,Australia
Cobram,-35.92,145.65,Australia
Coffs Harbour,-30.31,153.11,Australia
Colac,-38.34,143.58,Australia
Alice Springs,-23.70,133.88,Australia
Ararat,-37.28,142.91,Australia
Carnarvon,-24.90,113.65,Australia
Ceduna,-32.10,133.66,Australia
Charleville,-26.40,146.25,Australia
Charters Towers,-20.08,146.26,Australia
Kalbarri,-27.67,114.17,Australia
Kununurra,-15.77,128.73,Australia
Dalby,-27.19,151.27,Australia
Lithgow,-33.50,150.15,Australia
Manjimup,-34.23,116.15,Australia
Maitland,-32.72,151.56,Australia
Mandurah,-32.52,115.75,Australia
Karratha,-20.73,116.87,Australia
Gawler,-34.61,138.73,Australia
Geelong,-38.17,144.40,Australia
Georgetown,-18.30,143.53,Australia
Geraldton,-28.77,114.60,Australia
Maryborough,-37.05,143.73,Australia
Maryborough,-25.55,152.72,Australia
McMinns Lagoon,-12.53,131.05,Australia
Toowoomba,-27.56,151.96,Australia
Onslow,-21.66,115.10,Australia
Orange,-33.28,149.10,Australia
Stawell,-37.06,142.76,Australia
Echuca,-36.13,144.75,Australia
Eidsvold,-25.37,151.13,Australia
Emerald,-23.51,148.17,Australia
Tamworth,-31.10,150.92,Australia
Taree,-31.90,152.46,Australia
Ballarat,-37.56,143.84,Australia
Ballina,-28.86,153.57,Australia
Barcaldine,-23.57,145.28,Australia
Mount Barker,-34.63,117.67,Australia
Mount Gambier,-37.83,140.77,Australia
Mount Isa,-20.72,139.49,Australia
Mount Magnet,-28.07,117.82,Australia
Kempsey,-31.09,152.82,Australia
Queanbeyan,-35.35,149.21,Australia
Queenstown,-42.08,145.55,Australia
Quilpie,-26.62,144.25,Australia
Ravensthorpe,-33.58,120.03,Australia
Warrnambool,-38.38,142.47,Australia
Warwick,-28.23,152.02,Australia
Weipa,-12.67,141.87,Australia
Ouyen,-35.07,142.32,Australia
Wollongong,-34.42,150.89,Australia
Wonthaggi,-38.61,145.59,Australia
Kiama,-34.71,150.84,Australia
Kimba,-33.15,136.43,Australia
Kingaroy,-26.54,151.84,Australia
Pine Creek,-13.82,131.82,Australia
Hobart,-42.85,147.30,Australia
Darwin,-12.43,130.85,Australia
Gingin,-31.35,115.90,Australia
Meekatharra,-26.60,118.48,Australia
Melbourne,-37.82,144.98,Australia
Woomera,-31.15,136.80,Australia
Moranbah,-22.00,148.04,Australia
Port Augusta,-32.49,137.77,Australia
Port Douglas,-16.48,145.46,Australia
Gladstone,-23.85,151.25,Australia
Gold Coast,-28.08,153.45,Australia
Horsham,-36.71,142.19,Australia
Hughenden,-20.85,144.20,Australia
Northam,-31.66,116.65,Australia
Nowra,-34.88,150.60,Australia
Shepparton,-36.37,145.39,Australia
Yeppoon,-23.13,150.76,Australia
Young,-34.31,148.29,Australia
Caloundra,-26.80,153.13,Australia
Ingham,-18.65,146.17,Australia
Innisfail,-17.53,146.04,Australia
Inverell,-29.77,151.11,Australia
Kingston,-42.99,147.31,Australia
Kingston South East,-36.83,139.85,Australia
Clare,-33.83,138.60,Australia
Bowen,-20.00,148.21,Australia
Melton,-37.69,144.57,Australia
Meningie,-35.70,139.33,Australia
Merimbula,-36.90,149.90,Australia
Merredin,-31.48,118.27,Australia
Mildura,-34.19,142.15,Australia
Thargomindah,-28.00,143.82,Australia
Theodore,-24.95,150.08,Australia
Three Springs,-29.53,115.75,Australia
Oatlands,-42.30,147.37,Australia
Wagin,-33.30,117.35,Australia
Armidale,-30.51,151.67,Australia
Atherton,-17.27,145.47,Australia
Ayr,-19.57,147.40,Australia
Bairnsdale,-37.83,147.61,Australia
Camooweal,-19.92,138.12,Australia
Canberra,-35.28,149.13,Australia
Longreach,-23.45,144.25,Australia
Brisbane,-27.46,153.04,Australia
Devonport,-41.19,146.33,Australia
Wallaroo,-33.93,137.63,Australia
Wangaratta,-36.36,146.30,Australia
Cowell,-33.68,136.92,Australia
Cowra,-33.83,148.68,Australia
Goondiwindi,-28.55,150.33,Australia
Goulburn,-34.75,149.71,Australia
Grafton,-29.71,152.94,Australia
Murray Bridge,-35.13,139.26,Australia
Muswellbrook,-32.27,150.89,Australia
Windorah,-25.43,142.65,Australia
Bedourie,-24.35,139.47,Australia
Newman,-23.37,119.73,Australia
Birdsville,-25.90,139.37,Australia
Kalgoorlie,-30.74,121.46,Australia
Biloela,-24.39,150.50,Australia
Smithton,-40.83,145.12,Australia
Bicheno,-41.88,148.29,Australia
Deniliquin,-35.53,144.95,Australia
Broken Hill,-31.95,141.43,Australia
Swan Hill,-35.34,143.54,Australia
Albury,-36.06,146.92,Australia
Wagga Wagga,-35.12,147.34,Australia
Tumut,-35.31,148.22,Australia
Lismore,-28.82,153.29,Australia
Oranjestad,12.53,-70.03,Aruba
Baku,40.40,49.86,Azerbaijan
Goranboy,40.61,46.79,Azerbaijan
Saki,41.19,47.17,Azerbaijan
Fuzuli,39.60,47.15,Azerbaijan
Lankaran,38.75,48.85,Azerbaijan
Xocali,39.91,46.79,Azerbaijan
Agdam,39.99,46.93,Azerbaijan
Astara,38.46,48.88,Azerbaijan
Xocavand,39.80,47.11,Azerbaijan
Cabrayil,39.40,47.03,Azerbaijan
Beylaqan,39.78,47.62,Azerbaijan
Masalli,39.03,48.67,Azerbaijan
Bilasuvar,39.46,48.55,Azerbaijan
Calilabad,39.21,48.49,Azerbaijan
Xizi,40.91,49.08,Azerbaijan
Davaci,41.20,48.99,Azerbaijan
Agsu,40.57,48.40,Azerbaijan
Yevlax,40.62,47.15,Azerbaijan
Mingacevir,40.76,47.06,Azerbaijan
Ganca,40.69,46.35,Azerbaijan
Sumqayt,40.58,49.63,Azerbaijan
Xacmaz,41.46,48.81,Azerbaijan
Imisli,39.87,48.06,Azerbaijan
Saatli,39.93,48.37,Azerbaijan
Lacin,39.64,46.55,Azerbaijan
Sarur,39.55,44.98,Azerbaijan
Qubadli,39.34,46.58,Azerbaijan
Heydarabad,39.72,44.85,Azerbaijan
Yardimli,38.91,48.24,Azerbaijan
Sahbuz,39.41,45.57,Azerbaijan
Qivraq,39.40,45.12,Azerbaijan
Kapan,39.20,46.42,Azerbaijan
Ordubad,38.91,46.02,Azerbaijan
Zangilan,39.09,46.65,Azerbaijan
Goycay,40.65,47.74,Azerbaijan
Siyazan,41.08,49.11,Azerbaijan
Agdas,40.65,47.47,Azerbaijan
Naftalan,40.51,46.82,Azerbaijan
Naxcivan,39.21,45.41,Azerbaijan
Goygol,40.59,46.32,Azerbaijan
Haciqabul,40.04,48.94,Azerbaijan
Kurdamir,40.35,48.15,Azerbaijan
Qobustan,40.53,48.93,Azerbaijan
Barda,40.38,47.13,Azerbaijan
Ucar,40.52,47.65,Azerbaijan
Lerik,38.77,48.42,Azerbaijan
Stepanakert,39.82,46.75,Azerbaijan
Susa,39.76,46.75,Azerbaijan
Daskasan,40.52,46.08,Azerbaijan
Salyan,39.60,48.98,Azerbaijan
Zardab,40.22,47.71,Azerbaijan
Qusar,41.43,48.43,Azerbaijan
Ali Bayramli,39.93,48.92,Azerbaijan
Sabirabad,40.01,48.48,Azerbaijan
Quba,41.36,48.51,Azerbaijan
Gadabay,40.57,45.82,Azerbaijan
Oguz,41.07,47.46,Azerbaijan
Balakan,41.73,46.40,Azerbaijan
Qax,41.42,46.92,Azerbaijan
Xirdalan,40.45,49.76,Azerbaijan
Neftcala,39.38,49.25,Azerbaijan
Tartar,40.34,46.93,Azerbaijan
Agcabadi,40.05,47.46,Azerbaijan
Kalbacar,40.11,46.04,Azerbaijan
Qazax,41.09,45.37,Azerbaijan
Agstafa,41.11,45.45,Azerbaijan
Tovuz,40.99,45.63,Azerbaijan
Qabala,40.98,47.85,Azerbaijan
Agdam,40.91,45.56,Azerbaijan
Ismayilli,40.78,48.15,Azerbaijan
Samux,40.76,46.41,Azerbaijan
Samkir,40.83,46.02,Azerbaijan
Zaqatala,41.63,46.64,Azerbaijan
Qabala,40.98,47.85,Azerbaijan
Sarajevo,43.85,18.38,Bosnia And Herzegovina
Banja Luka,44.78,17.18,Bosnia And Herzegovina
Brcko,44.87,18.81,Bosnia And Herzegovina
Tuzla,44.55,18.68,Bosnia And Herzegovina
Zenica,44.22,17.92,Bosnia And Herzegovina
Mostar,43.35,17.82,Bosnia And Herzegovina
Prijedor,44.98,16.70,Bosnia And Herzegovina
Bridgetown,13.10,-59.62,Barbados
Dhaka,23.72,90.41,Bangladesh
Narayanganj,23.62,90.50,Bangladesh
Khulna,22.84,89.56,Bangladesh
Jessore,23.17,89.20,Bangladesh
Sylhet,24.90,91.87,Bangladesh
Chittagong,22.33,91.80,Bangladesh
Barisal,22.70,90.38,Bangladesh
Comilla,23.47,91.17,Bangladesh
Rajshahi,24.38,88.61,Bangladesh
Pabna,24.00,89.25,Bangladesh
Saidpur,25.80,89.00,Bangladesh
Tangail,24.25,89.92,Bangladesh
Nawabganj,24.58,88.35,Bangladesh
Jamalpur,24.90,89.95,Bangladesh
Rangpur,25.75,89.28,Bangladesh
Mymensingh,24.75,90.38,Bangladesh
Brussels,50.83,4.33,Belgium
Arlon,49.68,5.82,Belgium
Antwerpen,51.22,4.42,Belgium
Brugge,51.22,3.23,Belgium
Liege,50.63,5.58,Belgium
Hasselt,50.96,5.48,Belgium
Mons,50.45,3.94,Belgium
Gent,51.03,3.70,Belgium
Namur,50.47,4.87,Belgium
Charleroi,50.42,4.45,Belgium
Banfora,10.63,-4.76,Burkina Faso
Tougan,13.07,-3.07,Burkina Faso
Po,11.17,-1.14,Burkina Faso
Bobo Dioulasso,11.18,-4.29,Burkina Faso
Tenkodogo,11.78,-0.37,Burkina Faso
Diapaga,12.08,1.80,Burkina Faso
Sebba,13.44,0.53,Burkina Faso
Ouahigouya,13.57,-2.42,Burkina Faso
Kaya,13.09,-1.09,Burkina Faso
Gaoua,10.30,-3.25,Burkina Faso
Manga,11.66,-1.07,Burkina Faso
Sapouy,11.55,-1.77,Burkina Faso
Ouagadougou,12.37,-1.52,Burkina Faso
Orodara,10.97,-4.91,Burkina Faso
Bogande,12.97,-0.14,Burkina Faso
Ziniare,12.58,-1.29,Burkina Faso
Fada Ngourma,12.06,0.36,Burkina Faso
Leo,11.09,-2.10,Burkina Faso
Diebougou,10.95,-3.25,Burkina Faso
Gaoua,10.33,-3.17,Burkina Faso
Dedougou,12.46,-3.46,Burkina Faso
Nouna,12.73,-3.86,Burkina Faso
Koudougou,12.25,-2.37,Burkina Faso
Reo,12.33,-2.47,Burkina Faso
Kombissiri,12.06,-1.33,Burkina Faso
Yako,12.95,-2.26,Burkina Faso
Solenzo,12.18,-4.08,Burkina Faso
Djibo,14.10,-1.63,Burkina Faso
Dori,14.03,-0.03,Burkina Faso
Gorom Gorom,14.45,-0.23,Burkina Faso
Zorgo,12.24,-0.61,Burkina Faso
Boulsa,12.66,-0.57,Burkina Faso
Koupela,12.18,-0.36,Burkina Faso
Ruse,43.85,25.97,Bulgaria
Varna,43.22,27.90,Bulgaria
Pazardzhik,42.20,24.33,Bulgaria
Yambol,42.48,26.50,Bulgaria
Sliven,42.68,26.33,Bulgaria
Dobrich,43.59,27.84,Bulgaria
Lovec,43.14,24.72,Bulgaria
Plovdiv,42.15,24.75,Bulgaria
Vidin,43.99,22.87,Bulgaria
Shumen,43.27,26.93,Bulgaria
Razgrad,43.53,26.54,Bulgaria
Silistra,44.12,27.27,Bulgaria
